ProductID,Product Description,Price(Dollar),Number of reviews,Stock,Sales,Category
24600362,"SAMSUNG 25W Wall Charger USB C Adapter, Super Fast Charging Block for Galaxy Phones and Devices, Cable Not Included, 2021, US Version, Black",14,5953,6982,9268,AudioVideo
28994075,"Jabra Speak 510 Wireless Bluetooth Speaker for Softphone and Mobile Phone   Easy Setup, Portable Speaker for Holding Meetings Anywhere with Outstanding Sound Quality",104,17643,7406,1271,AudioVideo
79219635,"USB Wall Charger, Cube Charger 2 Port Charging Box 4Pack 2.1A/5V Home Travel Charger Plug USB Power Adapter Charging Station Base for iPhone 14 13 12 11 Pro Max XR XS X 8 7 6 Plus, iPad, iPod,Samsung",12,3113,7672,6717,AudioVideo
80327971,"PopSockets Phone Mount for Car, Car Vent Phone Mount, Car Mount for Phone - Black",16,11539,2340,4925,AudioVideo
96104343,"Uniden Bearcat BC125AT Handheld Scanner, 500-Alpha-Tagged Channels, Close Call Technology, PC Programable, Aviation, Marine, Railroad, NASCAR, Racing, and Non-Digital Police/Fire/Public Safety.",110,7574,9237,2206,AudioVideo
87818719,"USB C Car Charger, 2 Sockets Cigarette Lighter Splitter 12/24V 80W Dual USB Type-C Ports Separate Switch LED Voltage Display Built-in Replaceable 10A Fuse Compatible Mobile Cell Phone GPS Dash Cam",16,10803,7520,2167,AudioVideo
42725129,"DEWALT 20V MAX Bluetooth Speaker, 100 ft Range, Durable for Jobsites, Phone Holder Included, Lasts 8-10 Hours with Single Charge (DCR010), Yellow/Black",99,7947,5110,5094,AudioVideo
50777781,"Amazon Basics 3.5mm Aux Jack Audio Extension Cable, Male to Female, Adapter for Headphone or Smartphone, 6 Foot, Black",6,57662,3568,1657,AudioVideo
53511362,"Amazon Basics 12W One Port USB-A Wall Charger (2.4 Amp) for Phones (iPhone 13/12/11/X, Samsung, and more), Pack of 2, White",7,31091,436,1336,AudioVideo
19278570,"MEE audio Connect Air in-Flight Bluetooth Wireless Audio Transmitter Adapter for up to 2 AirPods / Other Headphones; Works with All 3.5mm Aux Jacks on Airplanes, Gym Equipment, TVs, & Gaming Consoles",49,2020,5811,7588,AudioVideo
70168612,Harman Kardon Onyx Studio 7 Bluetooth Wireless Portable Speaker - 8 Hours Music Play time - Black,134,1680,6445,8277,AudioVideo
17020913,"Cobra 29 LTD Professional CB Radio - Easy to Operate Emergency Radio, Instant Channel 9, 4-Watt Output, Full 40 Channels, Adjustable Receiver and SWR Calibration, Dual-Mode AM/FM Access, Black",139,3479,7990,2402,AudioVideo
92357779,"Amazon Basics 2-Pack 3.5mm Aux Audio Cable for Stereo Speaker or Subwoofer with Gold-Plated Plugs, 4 Foot, Black",7,72951,1089,5522,AudioVideo
74167364,"SAMSUNG 15W Wireless Charger Duo w/ USB C Cable, Charge 2 Devices at Once, Cordless Super Fast Charging Pad for Galaxy Phones and Devices, 2022, US Version, Black",46,1066,1322,1565,AudioVideo
32917138,"Belkin Wireless Charger - Qi-Certified 10W Max Fast Charging Pad - Quick Charge Cordless Flat Charger - Universal Qi Compatibility for iPhone, Samsung Galaxy, AirPods, Google Pixel, and more",13,2563,9680,6568,AudioVideo
78430554,"JBL Charge 3 Waterproof Portable Bluetooth Speaker (Black), 1",131,41637,5343,2778,AudioVideo
67618685,"Belkin Magnetic Wireless Car Charger - MagSafe Compatible Car Mount Wireless Charger - Air Vent Mount With Included Power Supply for iPhone 14, iPhone 13 & iPhone 12 - Car Magnetic Phone Mount Charger",59,1808,6288,5764,AudioVideo
42162867,Marshall Emberton II Portable Bluetooth Speaker - Black & Brass,168,492,2169,615,AudioVideo
52396824,"Adaptive Fast Type C Charger Compatible Samsung Galaxy S21+ S21 Ultra 5G S9 S8 Plus S10 S10e S20 FE Note 8 9 10 20 Plus, 2 Pack Charging Adapter + 2 Pack 6.6ft USB-C Cables",12,14845,2698,1395,AudioVideo
22632509,"Altec Lansing Mini H2O - Waterproof Bluetooth Speaker, IP67 Certified & Floats in Water, Compact & Portable Speaker for Hiking, Camping, Pool, and Beach",12,15081,4189,6795,AudioVideo
68033865,PopSockets PopMount Multi-Surface Mount for PopSockets PopGrip - Black,9,1935,9636,5228,AudioVideo
16757423,"Motorola T200TP Talkabout Radio, 3 Pack",84,3013,2556,853,AudioVideo
64595290,"Pyle Marine Radio Receiver Speaker Set 12v Single Din Style Bluetooth Compatible Waterproof Digital Boat In Dash Console System with Mic 4 Speakers, Remote Control, Wiring Harness PLMRKT38W (White)",59,1631,1861,9954,AudioVideo
41395547,"JBL Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 waterproof, 12 hours of playtime, JBL PartyBoost for multiple speaker pairing, for home, outdoor and travel (Grey)",99,6019,9600,8853,AudioVideo
59862157,4 Long Range Walkie Talkies Rechargeable for Adults - NOAA 2 Way Radios Walkie Talkies 4 Pack - Long Distance Walkie-Talkies with Earpiece and Mic Set Headsets USB Charger Battery Weather Alert,79,4806,3756,1947,AudioVideo
41728663,"Cobra HHRT50 Road Trip CB Radio - 2-Way Handheld Emergency Radio with Access to Full 40 Channels & NOAA Alerts, Rooftop Magnet Mount Antenna and Omni-Directional Microphone, Black, 6.3"" x 2"" x 1.75""",89,2673,6630,6000,AudioVideo
31349465,"DEWALT DXFRS800 2 Watt Heavy Duty Walkie Talkies - Waterproof, Shock Resistant, Long Range & Rechargeable Two-Way Radio with VOX (2 Pack)",149,2556,670,9422,AudioVideo
79635956,"PopSockets Multi-Use Phone Mount Dash Mount, Windshield Phone Mount, and Phone Mount for Desk - Black",29,3810,7772,1981,AudioVideo
30557350,MOTOROLA SOLUTIONS Talkabout T460 Rechargeable Two-Way Radio Pair (Dark Blue),82,5195,6,2588,AudioVideo
18846212,"DEWALT 12V/20V MAX Bluetooth Radio, Cordless, 100 ft Range, 3.5  Subwoofers, Portable for Jobsites (DCR028B)",179,2703,5495,8870,AudioVideo
34265964,"SanDisk 8GB Clip Jam MP3 Player, Black - microSD card slot and FM Radio - SDMX26-008G-G46K",34,7339,2298,2000,AudioVideo
32791853,Bitty Boomers Marvel Black Panther Blacklight - Mini Bluetooth Speaker,5,66,3968,410,AudioVideo
38233628,Nite Ize Original Steelie Magnetic Phone Socket - Additional Magnet for Steelie Phone Mounting Systems,14,15641,4455,8946,AudioVideo
91049235,"ByronStatics Portable Radio AM FM, Vintage Retro Radio with Built in Speakers, Best Reception and Longest Lasting, Power Plug or 1.5V AA Battery - Cream",16,9491,5041,6595,AudioVideo
83442270,"SAMSUNG 45W Power Adapter (w/Cable C-to-C),USB,Black",39,830,3584,1159,AudioVideo
57148584,"Marshall Stanmore II Wireless Bluetooth Speaker, Black - NEW",379,4947,5857,3760,AudioVideo
83194859,"Cobra PX650 BCH6 - Professional/Business Walkie Talkies for Adults - Rechargeable, 300,000 sq. ft/25 Floor Range Two-Way Radio Set (6-Pack), Black",279,129,7611,6566,AudioVideo
87611972,Marshall Middleton Portable Bluetooth Speaker,299,76,5006,1163,AudioVideo
22879663,"SAMSUNG 35W Dual Port Wall Charger USB C Adapter, Super Fast Charging Block for Galaxy Phones and Devices, Cable Not Included, 2021, US Version, Black",32,1274,93,4334,AudioVideo
84515072,"BAOFENG UV-5R Dual Band Two Way Radio (Black), 144-148MHz & 420-450MHz",44,13224,5460,9383,AudioVideo
51481477,"SanDisk 32GB Clip Sport Plus MP3 Player, Black - Bluetooth, LCD Screen, FM Radio - SDMX32-032G-G46K",279,6041,99,1469,AudioVideo
54742840,"Marshall Acton III Bluetooth Home Speaker, Black",132,86,4721,9938,AudioVideo
68188260,Marshall Emberton Bluetooth Portable Speaker - Black,13,5607,7677,4443,AudioVideo
12155288,ByronStatics Portable Cassette Players Recorders FM AM Radio Walkman Tape Player Built In Mic External Speakers Manual Record VAS Automatic Stop System 2AA Battery Or USB Power Supply Headphone Jack,39,18920,6533,73,AudioVideo
46444591,"Motorola T100 Talkabout Radio, 2 Pack",259,9421,4222,4386,AudioVideo
94532195,"DEWALT 20V MAX Bluetooth Radio, 100 ft Range, Battery and AC Power Cord Included, Portable for Jobsites (DCR025)",11,1915,8100,7947,AudioVideo
82855176,"MaximalPower RHF 617-1N 3.5mm RECEIVER/LISTEN ONLY Surveillance Headset Earpiece with Clear Acoustic Coil Tube Earbud Audio Kit For Two-Way Radios, Transceivers and Radio Speaker Mics Jacks , Black",121,5352,3845,8465,AudioVideo
88008969,"Motorola T600 Talkabout Radio, 2 Pack",26,2732,7794,6539,AudioVideo
70042496,JENSEN  Cassette Player/Recorder,159,5758,4501,9441,AudioVideo
33028114,"Cobra 29LX Professional CB Radio - Emergency Radio, Travel Essentials, NOAA Weather Channels and Emergency Alert System, Selectable 4-Color LCD, Auto-Scan and Radio Check, Black",29,2717,342,2977,AudioVideo
97051864,"Pyle Wireless Portable Bluetooth Boombox Speaker - 100 Watt Rechargeable Boom Box Speaker Portable Music Barrel Loud Stereo System with AUX Input, MP3/USB/SD Port, Fm Radio, 2.5"" Tweeter PBMSPG3BK",133,2667,6197,8537,AudioVideo
44889624,Milwaukee 2951-20 M12 Lithium-Ion Cordless Radio + Charger (Tool Only),39,829,7487,1841,AudioVideo
90505400,"iOttie Car Charger Easy One Touch Wireless 2 Qi Charging Dashboard Phone Mount for iPhone, Samsung Galaxy, Huawei, LG, Smartphones",21,5518,6489,5152,AudioVideo
33405303,"LENRUE Bluetooth Speaker, Wireless Portable Speaker with Loud Stereo Sound, Rich Bass, 12-Hour Playtime, Built-in Mic. Perfect for iPhone, Samsung and More",22,8805,7868,459,AudioVideo
17584348,"Leviton T5633-W 15-Amp Type A & Type-C USB Charger/Tamper Resistant Outlet, Not for Laptops, White",155,1773,3216,7278,AudioVideo
31289284,Harman Kardon Onyx Studio 6 Wireless Bluetooth Speaker - IPX7 Waterproof Extra Bass Sound System with Rechargeable Battery and Built-in Microphone - Black,99,2233,2645,9705,AudioVideo
91628613,"Cobra RX680 Waterproof Walkie Talkies for Adults - Rechargeable, 60 Preset Channels, Long Range 38-Mile Two-Way Radio Set (2-Pack),Black and Orange",,1048,6657,3240,AudioVideo
72071315,"45W USB C Super Fast Charger, INIU I622 PD PPS Foldable Dual USB C Wall Charger Supports Super Fast Charging for Samsung S23 Ultra/S23/S22/S21/S20/Note, MacBook Air, Steam Deck, iPhone 14, iPad",21,641,5177,3126,AudioVideo
38653870,Motorola Talkabout T465 Rechargeable Two-Way Radio Bundle (Green),97,1996,86,9349,AudioVideo
37127100,"Uniden BCD436HP HomePatrol Series Digital Handheld Scanner. TrunkTracker V, Simple Programming, S.A.M.E. Emergency/Weather Alert, Covers USA and Canada",467,2980,2448,690,AudioVideo
67290136,Marshall Emberton Bluetooth Portable Speaker - Black & Brass,119,3360,7031,419,AudioVideo
47295769,"Motorola T260 Talkabout Radio, (Pack of 2)",79,5229,3076,7325,AudioVideo
86559718,10-Port USB Wall Charger Station with Rapid Charging Auto Detect Technology Safety Guaranteed Family-Sized USB Ports for Multiple Devices Smart Phone Tablet Laptop Computer,22,4425,5234,7763,AudioVideo
27997180,Marshall Willen Portable Bluetooth Speaker - Black & Brass,119,242,2810,7088,AudioVideo
12276970,"Klein Tools AEPJS1 Bluetooth Speaker, Wireless Portable Jobsite Speaker Plays Audio and Answers Calls Hands Free, IPX5, Worksite Ready, Orange, Black, Gray",39,4517,7156,9125,AudioVideo
70453413,"Uniden BC365CRS 500 Channel Scanner and Alarm Clock with Snooze, Sleep, and FM Radio with Weather Alert, Search Bands Commonly used for Police, Fire/EMS, Aircraft, Radio, and Marine Transmissions",95,4989,6963,7300,AudioVideo
29753422,"Amazon Basics 65W One-Port GaN USB-C Wall Charger with Power Delivery PD for Laptops, Tablets and Phones (iPhone 14/13/12/11/X, iPad, MacPro, Samsung, and more)-Black (non-PPS)",19,3736,4998,814,AudioVideo
82579451,"SAMSUNG MX-ST40B Sound Tower High Power Audio, 160W Floor Standing Speaker, Bi-Directional Sound, Built-in Battery, IPX5 Water Resistant, Party Lights, Bluetooth Multi-Connection, 2022",247,98,2017,3082,AudioVideo
25266590,"Motorola T605 Talkabout, 2 Pack Bundle",119,1820,1240,1081,AudioVideo
62975814,"SAMSUNG Electronics Wireless Charger Trio, Qi Compatible - Charge up to 3 Devices at Once - for Galaxy Phones, Buds, Watches, and Apple iPhone Devices, Black (US Version)",61,3892,6153,7892,AudioVideo
38897665,"GPX PC332B Portable CD Player with Anti-Skip Protection, FM Radio and Stereo Earbuds - Black",24,10143,8323,2283,AudioVideo
62992397,Razer Mouse Dock Pro with Wireless Charging Puck: Magnetic Wireless Charging - Integrated HyperPolling 4K Hz Transceiver - Anti-Slip Base - Chroma RGB Lighting - Classic Black,69,55,2458,1901,AudioVideo
93888897,"KEYMOX Qi-Certified Wireless Charger for iPhone13/ 12/12 Mini/12 Pro Max / SE, 11, 11 Pro, 11 Pro Max, XR, Xs Max, XS, X, 8, 8 Plus, 10W Fast-Charging Galaxy S20 S10 S9 S8, Note 10(No AC Adapter)",10,4305,8427,3917,AudioVideo
22174986,"Amazon Basics 24W (4.8A) Two Port USB-A Car Charger for Apple, Android Devices and more, Black and Red",8,19329,8303,8742,AudioVideo
87679799,Belkin Magnetic Portable Wireless Charger Pad - 6  (2M) Long Cable - MagSafe Charger Compatible - iPhone Charger - Works w/ iPhone 14/13 & 12 - Power Supply Included - Black (Package May Vary),12,1585,8292,5162,AudioVideo
63826262,"Uniden BCD996P2 Digital Mobile TrunkTracker V Scanner, 25,000 Dynamically Allocated Channels, Close Call RF Capture Technology, 4-Line Alpha display, Base/Mobile Design, Phase 2, Location-Based Scanning",389,1321,2213,4275,AudioVideo
80693712,"Altec Lansing Sonic Boom - Waterproof Bluetooth Speaker with Phone Charger, IP67 Outdoor Speaker, 3 USB Charging Ports, 50 Foot Range & 20 Hours Battery Life",149,1101,8059,259,AudioVideo
95337837,"USB C Charger, INIU 30W PD QC 3.0 Dual Port Type C Charger Fast Charging Block, USB C Wall Charger with Foldable Plug for iPhone 14 13 12 11 Pro Max Samsung S21 S20 Note 20 iPad Pro Google LG AirPods",15,2343,5515,8041,AudioVideo
24055348,"Uniden BC355N 800 MHz 300-Channel Base/Mobile Scanner, Close Call RF Capture, Pre-programmed Search  Action  Bands to Hear Police, Ambulance, Fire, Amateur Radio, Public Utilities, Weather, and More, Black",113,5151,6047,3482,AudioVideo
86560310,"SAMSUNG 15W Wireless Charger Single, Cordless Super Fast Charging Pad for Galaxy Phones and Devices, USB C Cable Included, 2022, US Version, Black",48,549,2654,9044,AudioVideo
95672082,"Amazon Basics 36W Two-Port USB-C Wall Charger with Power Delivery PD for Tablets & Phones (iPhone 14/13/12/11/X,iPad,Samsung)-Black (non-PPS)",13,1761,9673,5400,AudioVideo
23601853,"NOCO NUSB211NA 10W USB Power Adapter, 2.1A 5V Wall Charger and Compatible with NOCO, Apple, Samsung, Google, Amazon Devices",13,5088,7687,1058,AudioVideo
14084929,"Victrola Retro Wood Bluetooth Radio with Built-in Speakers, Elegant & Vintage Design, Rotary AM/FM Tuning Dial, Wireless Streaming, Walnut",54,6310,1773,3575,AudioVideo
47018456,Bose Music Amplifier   Speaker amp with Bluetooth & Wi-Fi connectivity,599,35,4052,9877,AudioVideo
19891953,Harman Kardon Onyx Studio 6 Wireless Bluetooth Speaker - IPX7 Waterproof Extra Bass Sound System with Rechargeable Battery and Built-in Microphone - Black (Renewed),158,501,1019,61,AudioVideo
53564030,"Car Charger, 150W 2-Socket Cigarette Lighter Splitter QC 3.0 Dual USB Ports 1 USB C Fast Car Adapter with Separate Switch LED Voltmeter Replaceable 15A Fuse for GPS/Dash Cam/Phone/iPad",18,5628,2523,3949,AudioVideo
95352275,"Dell Dual Charge Dock HD22Q - Fabric Wrapped Charging Stand, Type-C Connector, Qi Enabled Charging, Wake-on-Dock, Smartphone Rest, Power Button LED - Magnetite,Black",131,28,243,7806,AudioVideo
20790649,OtterBox Performance Car Dash & Windshield Mount for MagSafe - Black,49,914,4041,4070,AudioVideo
87410388,Sangean WR-11SE AM/FM Table Top Radio 40th Anniversary Edition Walnut,81,5133,8580,9568,AudioVideo
66285636,"PopSockets Phone Wallet with Expanding Grip, Phone Card Holder, Wireless Charging Compatible, Wallet for MagSafe - Blanc Fresh",39,112,3489,378,AudioVideo
51797575,"Belkin 3-in-1 Wireless Charger - Fast Wireless Charging Stand for Apple iPhone, Apple Watch & AirPods - iPhone Case Compatible Qi Charger - Wireless Charging Station For Multiple Devices - Black",119,2953,651,2448,AudioVideo
57983152,"Uniden Bearcat SR30C, 500-Channel Compact Handheld Scanner, Close Call RF Capture, Turbo Search, PC programable, NASCAR, Racing, Aviation, Marine, Railroad, and Non-Digital Police, Fire, Public Safety",99,2402,2801,4310,AudioVideo
18560124,"SAMSUNG Galaxy 15W Wireless Charger Single, Cordless Super Fast Charging Pad w/ Wall Charger and USB Type C Cable Included for Galaxy Phones and Devices, US Version, 2022, White",47,100,394,8929,AudioVideo
83013932,Midland LXT600BBX4 FRS Business Bundle,319,7799,535,3568,AudioVideo
83336266,"NOCO U65 65W USB-C Charger, Power Delivery (PD) Fast Charger, Portable Micro Wall Charger and International Travel Charger with Interchangeable Plugs for Apple, Google, Samsung, Microsoft and More",69,418,7127,7260,AudioVideo
92730028,"Amazon Basics 10W Qi Certified Wireless Charging Stand (No AC Adapter), Black",17,1666,3920,347,AudioVideo
77409203,"USB A & USB C Charger Block, INIU 45W PD QC3.0 PPS USB-C Foldable Wall Charger Supports Super Fast Charging for Samsung S23 Ultra S23 S22 S21 S20, iPhone 14 13 12, iPad, MacBook Air, Steam Deck",18,109,4374,3380,AudioVideo
41518917,"Uniden PRO401HH Professional Series 40 Channel Handheld CB Radio, 4 Watts Power with Hi/Low Power Switch, Auto noise cancellation, Belt Clip And Strap Included, 2.75in. x 4.33in. x 8.66in.",49,3232,3600,663,AudioVideo
20017574,"Bang & Olufsen Beosound A1 (2nd Generation) Wireless Portable Waterproof Bluetooth Speaker with Microphone, Anthracite",227,2845,9846,9840,AudioVideo
95995245,"3-in-1 MagSafe Charger Stand, 18W Fast Magnetic Charger for iPhone 14, 13 & 12 Series - Apple Watch & AirPods, Wireless Charging Station for Multiple Devices with Adapter and LED",35,137,7402,8337,AudioVideo
19219181,"Amazon Basics 15W Qi Certified Wireless Charging Pad (No AC Adapter), Black",17,2499,2990,5490,AudioVideo
49979245,"Samsung Type-C to Type-C 1.8m Cable (3A), Black",10,131,4768,8979,AudioVideo
14172227,"Samsung 65W 3-Port Super Fast Charging Wall Charger, 1x USB-C 65W, 1x USB-C 25W, 1x USB-A 25W, Max capacity 65W (Cable not included), Black, US version",59,195,5095,3460,AudioVideo
17763492,"Uniden HomePatrol-2 Color Touchscreen Simple Program Digital Scanner, TrunkTracker V and S,A,M,E, Emergency/Weather Alert, APCO P25 Phase 1 and 2! Covers USA and Canada, Quick Record and Playback",445,1312,2837,2140,AudioVideo
84228449,Marshall Acton II Bluetoth Speaker,250,1039,8408,3196,AudioVideo
95789308,"Belkin iPhone MagSafe Camera Mount for MacBook, iPhone Continuity Camera Mount, Turn iPhone to Webcam, Compatible with MacBook Pro, Air, iPhone 14, iPhone 13, iPhone 12, Black",29,324,9290,7675,AudioVideo
41705486,"Belkin 40W Dual Port USB C Wall Charger - USB Type C Charger Fast Charging for iPhone 14, 14 Pro, 14 Pro Max, 13, 13 Pro, 13 Pro Max, Galaxy S21 Ultra, iPad, AirPods & More - USBC Charger (1-Pack)",29,1290,7015,7645,AudioVideo
76302544,"Bang & Olufsen Beolit 20 Powerful Portable Wireless Bluetooth Speaker, Grey Mist",399,895,9986,1860,AudioVideo
75428281,FIRESTIK K-4A CB RADIO ANTENNA HEAVY DUTY SO-239 STUD MOUNT (BULK),12,3107,2908,1900,AudioVideo
50485277,Sangean LB-100 Ultra Rugged Compact AM / FM Radio Yellow,74,3461,8803,5756,AudioVideo
52035698,SABRENT 60 Watt (12 Amp) 10 Port [UL Certified] Family Sized Desktop USB Rapid Charger. Smart USB Ports with Auto Detect Technology [Black] (AX-TPCS),27,8255,8879,7248,AudioVideo
51678454,"Motorola T200 Talkabout Radio, 2 Pack",45,1147,8388,1287,AudioVideo
49412092,"Scosche MAGWDM MagicMount Magnetic Car Phone Holder Windshield or Dashboard Mount - 360 Degree Adjustable Head, Universal with All Devices - Flex Neck Suction Mount (Color:Black) XL",11,11049,1102,7544,AudioVideo
78268149,"Olympus WS-853 black voice recorder with true stereo mic, 8GB, 110 hours battery life, voice balance, direct USB connection, with MP3 file format.",75,1771,9513,6067,AudioVideo
22148021,"Uniden BCD325P2 Handheld TrunkTracker V Scanner. 25,000 Dynamically Allocated Channels. Close Call RF Capture Technology. Location-Based Scanning and S.A.M.E. Weather Alert. Compact Size.",348,818,4315,1387,AudioVideo
86421081,ULTIMATE EARS Boom 3 Portable Bluetooth Wireless Speaker (Waterproof) - Night Black (Renewed),24,2511,1262,3100,AudioVideo
76017248,"iOttie iTap 2 Magnetic Dashboard Car Mount Holder || Cradle for Samsung Galaxy S22, Google Pixel 7, Motorola Moto G, OnePlus 10, Sony Xperia & Other Android Smartphones",19,5128,9422,1435,AudioVideo
77170424,"ByronStatics Portable Disc CD player, Personal Walkman Music CD Players Anti-Skip Shockproof Protection, Portable and Lightweight, Headphones Jack, Powered DC or 2XAA Battery - Pink",94,908,6852,346,AudioVideo
27767719,"Uniden MHS75 Waterproof Handheld 2-Way VHF Marine radio, Submersible, Selectable 1/2.5/5 Watt Transmit Power. All USA/International and Canadian Marine Channels - Color Black",41,1916,9677,4299,AudioVideo
66679250,"SAMSUNG 15W Wireless Charger Duo w/ USB C Cable, Charge 2 Devices at Once, Cordless Super Fast Charging Pad for Galaxy Phones and Devices, 2022, US Version, White",15,166,3713,5770,AudioVideo
27357073,"Amazon Basics Universal Smartphone Holder for Car Air Vent, Grey",428,4670,4341,1249,AudioVideo
68892751,"Marshall Woburn II Wireless Bluetooth Speaker Black, - New",76,1352,6083,1283,AudioVideo
74336048,"Cobra ACXT645 Waterproof Walkie Talkies for Adults - Rechargeable, 22 Channels, Long Range 35-Mile Two-Way Radio Set (2-Pack), Black and Orange, 1.74 x 2.54 x 6.74 inches",16,513,5564,4325,AudioVideo
20591244,"SAMSUNG 15W Wall Charger Type C (USB-C Cable Included), Black",69,355,4898,2128,AudioVideo
26748706,"NAXA Electronics NPB-426 Portable CD Player with AM/FM Stereo Radio, Cassette Player/Recorder and Twin Detachable Speakers",79,3159,3475,4118,AudioVideo
29977822,"Pyle 4  Waterproof Off-Road Bluetooth Speakers -800W Power w/ Amplified Speaker System for ATV/UTV,Aux (3.5mm) Input Jack,Marine Grade Weatherproof,Great for Use w/all 12V Vehicles- PLUTV43BTA ,Black",166,872,7730,8945,AudioVideo
82490674,Dual Electronics DBTMA100 Black Micro Wireless Bluetooth 2 Channel Stereo Class-D Amplifier | 3.5 mm AUX Input | Stereo RCA Outputs | 100 Watts Peak Power | Up to 100ft of Wireless Bluetooth Range,18,1601,6502,5915,AudioVideo
29129436,"Bang & Olufsen Beosound Explore - Wireless Portable Outdoor Bluetooth speaker, IP 67 Dustproof and Waterproof, Anthracite",,1181,1636,5781,AudioVideo
53454933,"TUFF TECH Cup Holder Universal Car Mount Phone Holder with Adjustable Base and Holder for -iPhone, Samsung, LG, Moto, Huawei, Smartphones",,260,4319,3100,AudioVideo
88216184,"iOttie Velox Magnetic Car Mount Air Vent Phone Holder. Compatible with MagSafe iPhones including iPhone 12, iPhone 13, iPhone 14, iPhone 12/13/14 Pro & Pro Max, iPhone 12/13 mini, iPhone 14 Plus",24,681,8587,3839,AudioVideo
46213353,"UGREEN 1/8 to 1/4 Stereo Cable 3.5mm TRS to 6.35mm Audio Cable Guitar to Aux Male Cord with Zinc Alloy Housing and Nylon Braid for Guitar, Laptop, Home Theater Devices, Speaker and Amplifiers 6FT",695,11525,7284,303,AudioVideo
67340051,"mophie 15W Universal Wireless Charge Pad, Qi-Compatible Charger for Samsung Galaxy, Google Pixel, Apple iPhone 11/12/13 (Mini, Pro, and Pro Max), iPhone XR/XS/SE/ 8 (Black)",19,734,5220,2771,AudioVideo
41435408,"Samsung EP-TA20JBEUGUS Fast Charge USB-C 15W Wall Charger for Galaxy Note 8, 9, Galaxy S8, S8+, S9, S9+, S10, S10+, S10E Inbox Replacement - Retail Packaging - Black",27,4968,8205,6951,AudioVideo
35214447,"SAMSUNG Wireless Charger Fast Charge Pad (2021), Universally Compatible with Qi Enabled Phones (US Version), Black, 9W",18,3337,3861,3792,AudioVideo
19239723,SAMSUNG Sound Tower MX-T50 - 500-Watts - Black (2020),114,1220,6587,5133,AudioVideo
